icd,Latin
H91,Surditas auditus perceptivum damnum
H90,Surditas auditus perceptivum damnum
B20,acquiritur immunes defectus syndrome
N60,Fibrosclerosis pectus Domini (inordinatio)
E75,Synaptotagmin defectus Hexosaminidase
E30,hereditarium prepubertal Gynecomastia
B48,Rhinosporidium infectio per seeberi
H35,Cone-virga Dystrophy: Puer-CONREPTIO
A05,Streptococcus toxaemia propter cibum
H20,"IRIDOCYCLITIS secundarium, infectious"
A54,Menopausal IRIDOCYCLITIS (inordinatio)
N18,"inordinationem, vel morbo, non-neoplastic"
D35,Prolactinoma in glandulam pituitariam
E22,Prolactinoma in glandulam pituitariam
E78,CONCESSATIO CHYLOMICRON morbis; CMRD
E78,De defectu Intentionis lipidorum onerariam Ile
A24,Pseudomonas infectio
A24,"Melioidosis chronicus, non specificatus (inordinatio)"
Q98,"XLV, X / XLVI, XY misceri gonadal agenesis"
Q96,"XLV, X / XLVI, XY misceri gonadal agenesis"
P96,Ad receptum angustias et recens in medicamento syndrome
D35,Tumor Tumor ex glandulam pituitariam
C73,Virgo diversa efficitur glandula
G3L,COX defectus Gallico Canadian genus
G3L,Gallica Canadian genus æternum syndrome
C25,"carcinoma, pancreaticum neuroendocrine"
G60,Dentem morbo genus Charcot-Marie-4C
K83,PSC; prima sclerosing cholangitis
B59,pulmonis pneumocystosis (inordinatio)
Q92,17q21.31 microduplication syndrome
B00,"Herpesvirus hominis meningo ENCEPHALITIS,"
G05,"Herpesvirus hominis meningo ENCEPHALITIS,"
Q04,"PONTOCEREBELLAR hypoplasia, EXEMPLUM 2D"
Q04,"PONTOCEREBELLAR hypoplasia, X EXEMPLUM"
F21,SCHIZOPHRENIA n latentes (inordinatio)
Q74,Et digitos Macrodactylia (inordinatio)
H35,"Retinitis pigmentosa, y-IUNCTUS; RPY"
G23,"Osteochondrosis Gerold, Neuronal, XII"
M31,Letalis midline granuloma intracraniale (inordinatio)
I11,hypertensive morbo cardiovascular
E54,Ascorbicis acidum defectus (inordinatio)
G23,Progressive supranuclear paralytico confide PC
D69,"Sanguinem inordinatio, Platelet-Type: VII"
G11,Cum episodio ataxia slurred oratio
G11,"Ataxia occrebellaris XVI, Olim"
N50,masculum generatiua ratio ex morbo
M30,Allergic granulomatosae et Angiitis
Q87,Digital vultus oris syndrome type III
Q87,"Digital vultus, oris syndrome-type III"
Q82,"Ectodermal Dysplasia III, Witkop Type"
Q82,"Agenesis syndrome Hypodontia clavus,"
K29,hypertrophic gastropathy (inordinatio)
G60,Charcot-Marie-dens angulum CMT € diseaseã
N15,"Familia, hypokalemia hypomagnesemia"
N96,currently gravida habitus aborter
Q93,conotruncal anomalias faciem syndrome
H26,cataracta-hyperferritinemia syndrome
H26,"hyperferritinemia syndrome cataracta,"
Q87,"Pallister Press Domini High Definition II, Olim"
D69,"PERTURBATIO BLEEDING, platelet-FORMA, VIII"
D47,Herpesvirus hominis type II
D47,Herpesvirus hominis type I
K13,Submucosal oris fibrosis (inordinatio)
Q78,"Acromesomelic Dysplasia, Silvery Grebe Type"
Q77,Condrodisplasia punctata congenita
C91,Longos T Cell Lymphocytic Leukemia
C91,B-cell longos lymphocytic leukemia
C91,Longos B-Zell Lymphocytic Leukemia
H35,"DYSTROPHIA macula, PRAEVALENS CYSTOID"
C64,Carcinoma in Chromophobe Renibus
D02,Carcinoma in situ naribus
E05,Toxicus nodular GUTTER NOS (inordinatio)
Q71,Musculus adult-syndrome de Pallister
N32,collum vesicae obstructione (inordinatio)
I88,Lymphadenitis mesenterii (inordinatio)
C75,Neoplasma malignum glandula pineali (inordinatio)
K55,Herpesvirus hominis necrotising Enterocolitis
K55,Herpesvirus hominis Fascitis Enterocolitis
E24,Cushing morbo-dependens pituitam
C02,malignum dorsi linguae
C01,malignum dorsi linguae
H90,"Et surditas, VI genus autosomal dominant"
H90,"Et surditas, autosomal dominant genus IX"
E74,LACTEOLUS acidosis cum ataxia type II
E74,Debitum ad defectus syndrome æternum PC
E74,Gen defectus pyruvic
D69,"Sanguinem inordinatio, Platelet-Type: V"
Q25,"SUPRAVALVULAR Aortic stenosis, SVAS"
E75,"cerebroside sulfatase defectus,"
N34,Nongonococcal urethritis (inordinatio)
A35,Debitum ad infectio Clostridium tetani
A34,Debitum ad infectio Clostridium tetani
A33,Debitum ad infectio Clostridium tetani
Q61,"Polycystic renibus chronicus, non specificatus genus"
C02,Posterior lingua maligna tumore
C01,Posterior lingua maligna tumore
Q34,"Sacralis lateralis Dyskinesia: Prima, type V"
Q34,"Sacralis lateralis Dyskinesia: Prima, typus IX"
Q34,"Sacralis lateralis Dyskinesia: Prima, type II"
I42,"Cardiomyopathy, familiaris dilatatur, I"
G11,X-XVI generis coniunctus SPASTICUS paraplegia
C81,"Hodgkin lymphoma, duros nequeunt movere lumbos nodular"
C81,Hodgkin scriptor morbus duros nequeunt movere lumbos nodular
C81,Nodular MEMORIOLA Hodgkin scriptor Morbus
G12,Jerash generis musculorum spinales ATROPHIA
I70,ATHEROSCLEROSIS de arteriae (inordinatio)
G54,Et Neuritis brachialis praedilectionis
H16,Cornea ulceris perforatum (inordinatio)
G71,-related diluculo-impetu desmin myopathy
E75,Morbo-ut-I Pelizaeus Merzbacher
G11,"LEUKODYSTROPHY, HYPOMYELINATING: XI"
G11,X coniunctum genus XXXIV SPASTICUS paraplegia
Q87,Ortelius Hutterite syndrome (formerly)
Q73,"Brachydactyly, syndactyly, Zhao genus"
D51,CARDIACUS defectu intrinseco elementum
C49,musculus structuram Neoplasma malignum
Q75,"acrofacial dysostosis I, Marcofecit genus"
E85,Amyloidosis systemica nonneuropathic
E85,systemica nonneuropathic amyloidosis
H35,Not Hyaloideoretinal degenerationem
H35,Mane apud Retinoschisis nyctalopiae
Q87,BLEPHAROCHEILODONTIC hominis; BCDS
Q34,"Sacralis lateralis Dyskinesia: Prima, type III"
Q34,"Sacralis lateralis Dyskinesia: Prima, typus VI"
Q34,"Sacralis lateralis Dyskinesia: Prima, typus VII"
G12,"Musculorum spinales ATROPHIA, adulta FORMA"
C92,Myeloid aliis leukemia in remissiónem
G60,Charcot dens Mariae morbo genus 1C
Q82,"Hyperkeratose syndrome, contracture"
L23,forma allergic DERMATITIS contactus
A75,Bacillus subtilis subsp fruticum raritate praetexitur (inordinatio) [ambigua]
G50,Nervi trigemini neuralgia NOS (inordinatio)
T78,statim responsio hypersensitivity
E75,"Gerold lipofuscinosis, neuronal: X"
E75,"CLN10 morbo, congenita (subtype)"
C30,malignum cavitatis nasi tumorem
H11,De vasculis morbo conjunctivae
L13,DERMATITIS herpetiformis (inordinatio)
Q70,Unilateralis syndactyly numeri a 2-5
H69,Patnlis Tubam Eustachianam (inordinatio)
B85,Phthirus infectiones et morbi pedicularis
B85,"Pediculosis, non specificatus (inordinatio)"
C67,fundus vesicae cancer de vesica urinaria
C67,firmamentum ex vesica maligna tumore
C67,ostium ureteris maligna tumore
C67,Neoplasma malignum ureteral orificium ejusdeni
H90,"Et surditas, autosomal dominant type V"
A66,Coepi frambesial ulceris (inordinatio)
E72,I-II-D Hydroxyglutaric Aciduria genus
J67,"Humidifier, caeli Conditioner et pulmonem"
N21,de vesicae calculo in diverticulum
H53,Acquisita nocte caecitas (morbi)
H18,Fuchs endothelial cornea dystrophy
G11,"Ataxia-telangiectasia, velut Domini High Definition"
E71,"Coenzyme, acyl peroxisomal A Triticum durum"
C24,Ampulla Vater Neoplasma malignum
C24,Tumor ex maligno Ampulla Vater
Q78,"Osteopetrosis, autosomal dominant II"
Q78,VI Osteopetrosis autosomal recessive
Q78,VII Osteopetrosis autosomal recessive
Q82,"XERODERMA PIGMENTOSUM, disjunctus erit EXEMPLUM"
E75,"Gerold lipofuscinosis, neuronal, XIII"
E75,"Gerold lipofuscinosis, neuronal: XI"
E74,Generativus Glicogenosis (inordinatio)
H47,Leber hereditarium neuropathia opticus
M25,Hemarthrosis de humero regionem
G24,Episodic choreoathetosis / spasticity
G24,Young-impetu dystonia- (parkinsonism)
Q87,Osteogenesis imperfecta oculorum forma
Q87,Lanigeris epidermidis capillus type I
E76,Defectus Sulfoiduronate Sulfatase
G71,proximalis dystrophy musculorum genus 1B
G00,Meningitis Streptococcus (inordinatio)
H02,hypertrichosis palpebrae (inordinatio)
H02,Hypotrichosis palpebrae [ambigua]
C51,labrum majora malignum
C51,Tumor ex maligno labia majora
C57,cancer of feminam generatiua organi
C51,cancer of feminam generatiua organi
C71,Neoplasma malignum lobus frontalis (inordinatio)
J84,Postinflammatory pulmonis fibrosis
H35,Paving lapis degeneratum retinae
H35,Microcystoid degeneratum retinae
C17,Neoplasma malignum Parvus Contra intestinorum
E23,Adiposogenital dystrophy (inordinatio)
E75,Defectus morbo Sphingomyelinase
K76,Hepatopulmonary syndrome (inordinatio)
Q04,pontocerebellar hypoplasia separatam;
C44,Calcifying Epitherlioma de Malherbe
C44,Epithelioma Calcificans de Malherbe
H27,inordinatio autem camera lens de oculo-genus
H25,inordinatio autem camera lens de oculo-genus
H18,Cornea Idiopathic hydropicus (inordinatio)
J06,laryngopharyngitis anguli (inordinatio)
H10,serosam conjunctivitis nisi virales
Q82,"Malformationes congenitales capillaribus, Congenita"
Q87,"Cryptophthalmos Syndactyly syndrome,"
M31,Thrombocytopenic purpura thrombotic
M25,Haemarthrosis de pede et tarso
C18,Neoplasma malignum descendens colonia
C18,ex descensum colonia maligna tumore
C18,sigmoid colonia malignum
C44,Margin ani Plattenepithelkarzinom
C51,vulvae salubre maligna tumore (inordinatio)
B60,Infectio per Microsporea (inordinatio)
L21,Praesent complent V (inordinatio)
C60,malignum corpus penis
C60,maligna tumore penis (inordinatio)
B85,Pediculus infestatione a (inordinatio)
Q44,Arteriohepatic DYSPLASIA (inordinatio)
Q85,peutz jeghers parva-alvum hamartoma
C71,Anaplastic contextum Papilloma
D69,"Sanguinem inordinatio, Platelet-Type: II"
I77,Arteriovenous hemangioma (inordinatio)
E80,Congenita erythropoietic porphyria
E80,Erythropoietic porphyria (inordinatio)
G12,medulla ductus musculus ATROPHIA
Q55,duct syndrome pertinax Muellerian
Q55,Persius MÃ¼llerian syndrome duct
Q87,"Sjogren, Larsson syndrome (inordinatio)"
Q82,"Papillon, Lefvre syndrome (inordinatio)"
H65,"Otitis media et profusio - mucosa,"
B36,Cladosporium infectio per werneckii
E75,CEREBROTENDINOUS XANTHOMATOSIS; Noord
D61,"Lipomatosis est Cerebrum, congenita"
Q60,Oligohydramnios serie (inordinatio)
D12,Familia adenomatous Colon Coli
K06,Gingival enlargement NOS (inordinatio)
B55,Leishmaniasis per dextrum infectio
K76,longos iecoris et reciproca dicuntur obstructio
Q78,Enchondromatosis cum haemangiomata
Q82,Classic nevus ex pelle (inordinatio)
I82,Roundworm thrombophlebitis (inordinatio)
I42,Familia restrictiva cardiomyopathy
R73,Ileitis GLYCOSA (inordinatio)
F95,diutinae inordinatio motricium seu vocalis figurse inductam
A81,Subacutis Sclerosing Panencephalitis
K04,n pulpam de necrosis (inordinatio)
B66,Infectio per Paragonimus (inordinatio)
M86,"OSTEOMYELITIS, non inveterata bacterial"
Q21,"thiamine, dociles, anemia syndrome"
E21,Quod haereditarium parathyroids hyperplasia
G24,"Dystonia III, PLANE, X-connexionem; DYT3"
G71,"Musculus dystrophy, oculopharyngeal"
D81,defectus inosine phosphorylase
D84,"Defectus Syndromes, Herpesvirus hominis"
D84,"Syndromes, Herpesvirus hominis Defectus"
E72,Hyperglycinemia: Transiens neonati
I67,Cerebrovascular accidens (inordinatio)
I63,Cerebrovascular accidens (inordinatio)
I60,Cerebrovascular accidens (inordinatio)
Q28,Arteriovenous cerebri et torto naso
D43,subependymal giant cellula astrocytoma
D69,thrombocytopenic purpura autoimmune
J80,Syndroma Acris Respiratioriae Defatigationis
E31,multa endocrinarum neoplasia type I
D44,multa endocrinarum neoplasia type I
Q93,Homo 1q21.1 deletionem syndrome
C83,Nodal zona marginali B Lymphom
Q75,"acrofacial dysostosis, Catania genus"
D44,multa endocrinarum neoplasia type IV
G71,II defectus universa mitochondrial
G60,"Charcot dens Mariae, morbo genus 2Y"
G60,"Charcot dens Mariae, 4K morbo genus"
G60,Dentem genus morbo-2i-Marie Charcot
G60,2I-dens Mariae Charcot morbo genus
G60,"Charcot dens Mariae, morbo genus 2B"
G60,"Charcot dens Mariae, morbo genus 2D"
G60,"Charcot dens Mariae, morbo genus 2R"
G60,"Charcot dens Mariae, morbo genus 2E"
J84,peripleumonicis desquamative interstitialibus
G60,Dentem 1F-Marie-genus morbo Charcot
G60,"Charcot morbo-Marie-type 1 D dens,"
G60,Dentem 1e-Marie-genus morbo Charcot
G60,Dentem morbo genus Charcot-Marie-4C
G60,Dentem morbo genus Charcot-Marie-4D
G60,"Charcot dens Mariae, morbo genus 4 ^"
G60,Dentem Charcot-Marie-4a morbo genus
D64,dyserythropoietic congenita anemia
Q81,Epidermólisis vesicular herpetiformis
C85,B-prima mediastinalis Lymphom
C83,B-prima mediastinalis Lymphom
G60,"Charcot dens Mariae, 4H morbo genus"
G60,"Charcot dens Mariae, morbo genus 4F"
G60,Dentem morbo genus Charcot-Marie-4g
G60,Dentem morbo genus Charcot-Marie-4C
E71,Salmo mutase methylmalonyl-defectus
Q78,"acromesomelic DYSPLASIA, Silvery Grebe genus"
G60,Dentem morbo genus Charcot-Marie-1a
G60,"Charcot dens Mariae, morbo genus 1B"
K55,Fascitis temporis perinatalis Enterocolitis
Q82,Pseudoxanthoma hereditate possedit elasticum
P78,IV nascitur controversia nati malabsorptive
E23,insipidus Inmunohistoquímica diabete
G60,"Charcot dens Mariae, morbo genus 1C"
N11,karyomegalic interstitialibus NEPHRITIS
Q78,autosomal recessive VI Osteopetrosis
Q78,autosomal recessive Osteopetrosis VII
P53,"haemorrhagicus morbus recentis,"
J84,postinflammatory pulmonis fibrosis
F82,progressus inordinatio communiter
M31,thrombocytopenic purpura thrombotic
C44,margine ani Plattenepithelkarzinom
N50,masculum genitale morbus vascularis insigniverint
E80,erythropoietic naturali porphyria
G98,reciproca generavit hemiplegia in pueritia
A81,subacutis sclerosing panencephalitis
Q78,Hic dicat metaphyseal Condrodisplasia
Q78,McKusick genus metaphyseal DYSPLASIA
P61,quae transit in neonatales thrombocytopenia
E71,Encephalitis periaxialis concentrica
G37,Encephalitis periaxialis concentrica
A59,Trichomonas vaginalis trichomoniasis
Q87,Greig CEPHALOPOLYSYNDACTYLY SYNDROME
D46,"Megakaryocytes, Unilobular nucleated"
G71,"Myopathy, Myofibrillar, Bag3-Related"
C49,"CHONDROSARCOMA, EXTRASKELETAL MYXOID"
Q87,"Noonan syndrome, Autosomal Recessive"
I68,Heredopathia Ophthalmootoencephalica
E85,Heredopathia Ophthalmootoencephalica
E83,"Hypophosphatemia, autosomal dominant"
C71,desmoplastic nodular medulloblastoma
Q74,"Larsen syndrome, Autosomal Recessive"
E83,hypocalciuric hypercalcemia type III
Q87,lacrimoauriculodentodigital syndrome
H35,autosomal recessive bestrophinopathy
G71,Landouzy Dejerine muscular dystrophy
E20,PSEUDOPSEUDOHYPOPARATHYROIDISM; PPHP
G31,Encephalitis periaxialis concentrica
C88,"Immunocytoma, Lymphoplasmacytic Type"
D22,naevus fuscocerulophthalmomaxillaris
O90,antepartum peripartum cardiomyopathy
O90,Postpartum peripartum cardiomyopathy
Q87,Greig cephalopolysyndactyly syndrome
Q87,autosomal recessive Robinow syndrome
Q80,"Ichthyosis congenita, Kessinger Publishing genus"
Q22,Ebstein est autem anomaliae mediae valvae tricuspides
N46,generatiua ratio masculum infecunditate
Q28,Arteriovenous cerebri Malformations
M06,Rheumatoid arthritis ad vasculitis
M94,"Meyenburg, Altherr Uehlinger syndrome,"
E76,GALACTOSAMINE-VI-SULFATASE VITIUM
D68,Antiphospholipid syndrome (inordinatio)
E75,"Morbus Sacer-Taum, Pseudo-Ab Adversus"
K73,acutis vel subacutis necrosis iecur
D80,"Agammaglobulinemia, X Linked, I Typus"
D80,X de Bruton 'Coniunctum Agammaglobulinemia
D56,cum discrimine-S morbo thalassemia Hebr
D55,Felis silvestris TRIOSEPHOSPHATE VITIUM
A42,Actinomycotic madura pede (inordinatio)
P91,INFARCTUS albus materia periventricular
H52,"Refractioni ei, neque accommodationem aliquam inordinationem"
B87,Infestationes a musca larvae (inordinatio)
N19,renum defectum non specificatarum (inordinatio)
I06,ARTICULARIS valvae aortae insufficientiam
I06,ARTICULARIS valvae aortae mitrálna
E31,Glandularum endocrinarum multa neoplasia Type 2 *
E31,Type II multa glandularum endocrinarum neoplasia
D44,Glandularum endocrinarum multa neoplasia Type 2 *
D44,Type II multa glandularum endocrinarum neoplasia
C49,Neoplasma malignum Rhabdoid de apparet ingenium
J86,apostematis cavum pleurae (inordinatio)
B74,Bancroftian elephantiasin propensum (inordinatio)
C84,I + Anaplastic Lymphom Ki-Large
E10,"Diabete Mellitus, insulin-dependens"
F31,fasc maniacale del disturbo bipolare
M14,Contra intestinorum lipophagic granulomatosis
K90,Contra intestinorum lipophagic granulomatosis
J62,Silica Pneumoconiosis NOS (inordinatio)
A69,(S angina Vincent) et (summatim os)
E70,Acidum defectus Homogentisic Lycopersicon esculentum
E34,Prima incrementum hormone obesitas;
E31,Autoimmune Polyglandular Domini High Definition (s)
C22,"malignum iecoris, primaria"
E31,glandularum endocrinarum generis multa neoplasia 2b
E31,"Multa neoplasia endocrinarum, type III"
D44,glandularum endocrinarum generis multa neoplasia 2b
D44,"Multa neoplasia endocrinarum, type III"
A03,Yersinia pestis morbis infectivis morbus
B50,Morbi sarcomastigophora
B64,Morbi sarcomastigophora
D32,Neoplasma malignum botrum portassent arteriae meningeae mediae (morbus)
E25,Congenita enzyme defectus suprarenalis
E71,"Periaxialis ENCEPHALITIS, Schilder scriptor"
G37,"Periaxialis ENCEPHALITIS, Schilder scriptor"
Q13,Agenesis I anterior; ASGD1
H70,boneitis processus mastoideus ossis temporalis
E75,beta defectus galactocerebrosidase
G23,Familiaris inopiam apoceruloplasmin
G54,Vertebrae thoracicae exitus compressionem syndrome
E79,IMP-purine metabolismi inordinatio
I15,Renovascular hypertension (inordinatio)
L00,Streptococcus scaldata cutis syndrome
A48,Legionella infectio per pneumophilia
D53,Interdum-defectus anemia (inordinatio)
C63,malignum ductus deferens
D56,"Alpha thalassemia, hemoglobin type II"
C53,cervicis uteri malignum
G60,X-Marie-dens morbo coniunctum Charcot
E31,"MULTIPLEX neoplasia glandularum endocrinarum, type I"
I78,Capillaria hyperpermeability syndrome
D44,"MULTIPLEX neoplasia glandularum endocrinarum, type I"
Q40,Hypertrophy aliquot infantes simul in Pylorus
K03,dens ankylosis calcareous (morbus)
E34,"Philo, Gilford progeria syndrome"
E34,Philo Gilford progeria syndrome
K62,et rectalis ulceris NOS (inordinatio)
G52,hypoglossi inordinatio [12] nervum
D56,ATR syndrome coniunctum Homo XVI
D56,Cum ii mentis retardatio Hemoglobin
Q04,"Digital syndrome, faciei, oris, Typus VI"
H05,Intermittendi exophthalmos (inordinatio)
G12,musculus ATROPHIA pueritia medulla
C31,aspersos maculis tumorem sinus frontalis
Q87,"ABLEPHARON, MACROSTOMIA hominis; AMS"
G57,"Digitorum communis vitio nervum, NOS"
C31,Tumor ex maligno Sinus ethmoidale
G11,paternum genus VII SPASTICUS paraplegia
Q75,Agricola certa tenera cranialium
Q43,Familia multa intestina atresia
Q82,Familia multa intestina atresia
M34,et duros nequeunt movere lumbos pulmonis morbo systemica
A21,tularemia pulmonis [dup] (inordinatio)
C71,Neoplasma malignum temporalia lobus (inordinatio)
C56,Neoplasma malignum ovarii germine cohaerente cellulam
D68,Congenita defectus elementum Hageman
E78,Hypo-beta-lipoproteinemia (inordinatio)
C73,Vellum medullare Plattenepithelkarzinom glandula
Q87,Syndrome coronam de craniosynostosis
G72,QT quad syndrome-Long syndactyly syndrome
I45,QT quad syndrome-Long syndactyly syndrome
Q75,"Vitia, et aculeis Craniosynostosis"
Q87,"facio, oculo-acoustico renum syndrome,"
C41,maxillae os malignum
H81,Vertigo originem ex media (inordinatio)
D81,defectus biotinidase (inordinatio)
E53,defectus biotinidase (inordinatio)
G93,idiopathica hypertension intracraniale
D18,hemangioma intracraniale et compages
D48,hereditarium colonia cancer nonpolyposis
C72,OCTAVIUS: tumor nervorum cranialium Malignant
C31,Adnexa Neoplasma malignum Sinus sphenoidalis
D13,pancreaticum endocrinarum maligna tumore
C25,pancreaticum endocrinarum maligna tumore
I09,Cor defectum ARTICULARIS (congestive)
E80,Quod haereditarium coproporphyria (inordinatio)
H18,M FUNDAMENTUM membrana dystrophy
H18,"Cornea DYSTROPHIA, Thiel, Behnke EXEMPLUM"
H18,"Autoline Jonker cornea, dystrophy"
J96,"-on-acuti inveterata respiratorii defectum,"
C83,Marginalis Zonam lymphoma Lienis
P78,PROFLUVIUM II: apud MICROVILLUS ATROPHIA
H02,(Blepharochalasis) seu (pseudoptosis)
C34,Non Parvus Carcinoma de pathologica pulmonis:
G11,"Ataxia occrebellaris, 16Q22 coniunctum,"
Q77,immunoosseous DYSPLASIA Schimke genus
C71,"Atypical, contextum ex papillosa"
Q79,musculus obliquus defectus syndrome
Q92,Triticum 3q29 SYNDROME RUMINATIO
Q92,Triticum 5p13 SYNDROME RUMINATIO
C71,Malignum in Cerebellum
Q87,"Digital syndrome, faciei, oris, Typus V"
Q87,X digital vultus oris syndrome genus
Q87,"Genus X-digital vultus, oris syndrome"
C72,malignum nervorum cranialium
C72,malignum nervorum cranialium tumorem
D75,Polycythemia accentus [dup] (inordinatio)
E74,"Glicogenosis iecoris, X Linked, I Typus"
E74,"Glicogenosis iecoris, X Linked, Typus II"
D69,"PERTURBATIO BLEEDING, platelet-FORMA, XIX"
D69,"PERTURBATIO BLEEDING, platelet-FORMA, XVIII"
C49,Pueritia processuum alveolorum ex parte mollis SARCOMA
C49,Paediatric Alveolaris enisi dividebant SARCOMA
H18,Congenita Célula Corneal Dystrophy
H18,Cornea endothelial dystrophy type II
C25,Pancreatic cancer serosum vehentem Cystadenocarcinoma
I09,ARTICULARIS morbo valvae trunci pulmonalis
C56,Adenocarcinoma Endometrioid de germine
I05,ARTICULARIS mitral valvae mitrálna
F60,psychoinfantile personalitatem inordinatio
C69,cornea maligna tumore (inordinatio)
C56,Quo Magni Commen immatura Cell Teratoma de germine
C56,Humana malignas Ovarian Quo Magni Commen Cell Teratoma
C74,adrenal cortex malignum
C54,Corpus Leiomyosarcoma in Utero
C54,Leiomyosarcoma in corpus vteri
C60,Plattenepithelkarzinom de penis
C18,Plattenepithelkarzinom de Colonia
Q93,Triticum 3q13.31 SYNDROME LITURA
Q93,Triticum 8q21.11 SYNDROME LITURA
D69,morbo-genus platelet von Willebrand
D69,Platelet-Type von Willebrand Morbus
D69,morbo-genus von Willebrand platelet
D69,"PERTURBATIO BLEEDING, platelet-type: XI"
M11,hyperphosphatemia Tejido calcinosis
N04,II GLOMERULOSCLEROSIS FOCAL pulmonalis
N04,V GLOMERULOSCLEROSIS FOCAL pulmonalis
N04,VI GLOMERULOSCLEROSIS FOCAL pulmonalis
N04,VII GLOMERULOSCLEROSIS FOCAL pulmonalis
N04,VIII GLOMERULOSCLEROSIS FOCAL pulmonalis
N04,IX GLOMERULOSCLEROSIS FOCAL pulmonalis
N83,ovarii corpus luteum CYSTA (morbus)
C69,retinae maligna tumore (inordinatio)
C62,"Funiculum: Testis est tumor Célula sexus,"
C62,"Sex testium Funiculus Célula naturae,"
G11,tetraplegic aliquot infantes simul cerebri paralyticus
K25,CARDIACUS ulceris foramen cum anguli
Q87,"Digital-faciei, oris Domini High Definition: IX Typus"
Q87,XI digital vultus oris syndrome genus
Q87,"XI digital syndrome generis, vultus, oris"
Q93,Triticum 15q13.3 SYNDROME LITURA
Q93,Triticum 15q11.2 SYNDROME LITURA
Q93,"16p11.2 p12.2 microdeletion syndrome,"
Q93,"17q23.1 q23.2 microdeletion syndrome,"
K22,Barrett scriptor gulam cum OESOPHAGITIS
Q77,"costa brevi, type V polydactyly syndrom"
G60,Charcot dens Mariae morbo genus 2B1
C67,vesica urinaria parvam cell carcinoma
C45,Pleuratus ex maligno mesothelioma
D68,Alpha-II-PLASMIN INHIBITOR VITIUM
C53,ADENOCARCINOMA de cervicis uteri
C53,Reindeer Plattenepithelkarzinom
C63,"Masculum generatiua ratio cancer, NOS"
C60,"Masculum generatiua ratio cancer, NOS"
G71,"Coenzyme NADH Q vulgare defectum,"
G71,Crotalus viridis-Q Coenzyme defectus Zea mays
D47,ALPIS infectiones virales cum recurrentes
C05,malignum palatina
C74,Tumor ex malignum glandulae
C68,"Urothelial tractu / vesicae cancer, NOS"
C64,"Urothelial tractu / vesicae cancer, NOS"
C69,malignum orbis Calvariae locus
C71,Folia malignum in Cerebro
C94,Infestantibus NK-Zell Leukemia / lymphoma
C49,Rhabdomyosarcoma alveolaris (inordinatio)
G60,"Dens Mariae, Charcot Morbus quoque pestifer Type 4k"
C09,tonsilla maligna tumore (inordinatio)
C14,malignum circulum tonsillar
D06,Cervix Uteri de gravibus Dysplasia
D05,"Non infiltrating a carcinomate, pectus"
D05,Non Psidium pectore Plattenepithelkarzinom
D05,Pectus Cancer AJCC gradu 0 v6 et v7
C08,malignum glandulae salivaris
C09,malignum faucial tonsil
Q87,Glandularum endocrinarum-CEREBROOSTEODYSPLASIA; ECO
B85,Pediculus humanus corporis infectio
C00,labrum ex maligno tumorem palpebrarum
I25,Aneurysmal vitio arteriae coronariae sinistrae
C56,Adenocarcinoma Mucinous de germine
G11,Cerebelloparenchymal inordinatio type V
G51,"HEMIFACIAL ATROPHIA, & magis magisque; HFA conficiunt"
E27,neque satis prima adrenocortical
C10,Malignum in Erector spinae lumborum
M05,ARTICULARIS degeneratum myocardium
I09,ARTICULARIS degeneratum myocardium
I01,ARTICULARIS degeneratum myocardium
H34,Retinae arteria transiens LAQUEUS
H34,Arteria transiens pede LAQUEUS
H34,Arteria transiens pede LAQUEUS
G11,autosomal dominans cerebellar ataxia
H35,XV AMAUROSIS Leber Congenita; LCA15
Q12,"GLAUCOMA XXXII, multiple illorum Generibus; CTRCT32"
Q12,"GLAUCOMA XXXIV, multiple illorum Generibus; CTRCT34"
B55,American mucocutaneis leishmaniasis
C08,Carcinoma in glandula
D01,Rectalis cancer AJCC gradu 0 v6 et v7
C12,malignum pyriforme fossa
C12,Adnexa Neoplasma malignum Sinus pyriforme
A00,CÃ²lera - Yersinia pestis (trastorn)
G60,"Charcot dens Mariae, neuronal genus 2F"
Q12,"GLAUCOMA X, multiple illorum Generibus; CTRCT10"
Q12,"GLAUCOMA XXI, multiple illorum Generibus; CTRCT21"
Q12,"GLAUCOMA XXII, multiple illorum Generibus; CTRCT22"
Q12,"GLAUCOMA XVII, multiple illorum Generibus; CTRCT17"
Q87,Hypertrichotic Osteocondrodisplasia
Q78,Blomstrand Condrodisplasia letalis est scriptor
D47,"Deficientia immunalis, Clementine_Vulgate variabilis, IX"
E71,III-VIII genus methylglutaconic aciduria
E71,"Cardiomyopathy, dilatetur, et Ataxia"
E71,"III, METHYLGLUTACONIC ACIDURIA, Type IV"
H35,"Amauroseos, congenita est Leber, typus IX"
L82,Dermatosis papulosa nigra (inordinatio)
L81,dyschromatosis herditaria symmetrica
C07,Tumor ex maligno parotide
D09,Carcinoma in situ vesica urinaria
C71,lobus occipitalis malignum
D00,Carcinoma in situ esophageal AJCC v7
D00,Carcinoma in situ 0 scaenam esophageal
C81,"Hodgkin scriptor morbus, mixta cellularity"
C81,Hodgkin scriptor Lymphoma mixta Cellularity
C81,Mixta Cellularity Hodgkin scriptor Lymphoma
K29,Bibitor GASTRITIS et sanguinis fluxum patiebatur
C09,tonsillar titulum lapideum maligna tumore
C06,Tumor ex maligno Buccal mucosae
H47,cortex of visual inordinatio (inordinatio)
